Date,Open,High,Low,Close,Adj Close,Volume
2018-11-01,0.303472,0.303472,0.296930,0.296692,0.296692,0
2018-11-02,0.303141,0.303141,0.296446,0.297486,0.297486,0
2018-11-05,0.302051,0.302051,0.296604,0.297974,0.297974,0
2018-11-06,0.305745,0.305745,0.296648,0.297265,0.297265,0
2018-11-07,0.304962,0.304962,0.296780,0.296771,0.296771,0
2018-11-08,0.301468,0.301468,0.296692,0.297531,0.297531,0
2018-11-09,0.301814,0.301814,0.296613,0.296912,0.296912,0
2018-11-12,0.302764,0.302764,0.296534,0.296683,0.296683,0
2018-11-13,0.302133,0.302133,0.296112,0.296604,0.296604,0
2018-11-14,0.304090,0.304090,0.295954,0.296209,0.296209,0
2018-11-15,0.303499,0.303499,0.295369,0.296033,0.296033,0
2018-11-16,0.302024,0.302024,0.295683,0.295946,0.295946,0
2018-11-19,0.304136,0.304136,0.296077,0.304358,0.304358,0
2018-11-20,0.303398,0.303398,0.295622,0.296516,0.296516,0
2018-11-21,0.300698,0.300698,0.295386,0.295718,0.295718,0
2018-11-22,0.301323,0.301323,0.296340,0.296296,0.296296,0
2018-11-23,0.302051,0.302051,0.295998,0.296683,0.296683,0
2018-11-26,0.302160,0.302856,0.295814,0.302343,0.302343,0
2018-11-27,0.301532,0.301532,0.295631,0.296209,0.296209,0
2018-11-28,0.301432,0.301432,0.295884,0.295805,0.295805,0
2018-11-29,0.304581,0.304581,0.295753,0.296736,0.296736,0
2018-11-30,0.302764,0.302764,0.295543,0.296121,0.296121,0
2018-12-03,0.301277,0.301277,0.295657,0.300752,0.300752,0
2018-12-04,0.302728,0.302728,0.295430,0.296331,0.296331,0
2018-12-05,0.300725,0.300725,0.295814,0.295421,0.295421,0
2018-12-06,0.302014,0.302014,0.295701,0.296077,0.296077,0
2018-12-07,0.303141,0.303141,0.295989,0.296472,0.296472,0
2018-12-10,0.302929,0.302929,0.295937,0.297177,0.297177,0
2018-12-11,0.301869,0.301869,0.296762,0.297177,0.297177,0
2018-12-12,0.301641,0.301641,0.297850,0.297929,0.297929,0
2018-12-13,0.305045,0.305045,0.297194,0.298107,0.298107,0
2018-12-14,0.303776,0.303776,0.297947,0.298775,0.298775,0
2018-12-17,0.305549,0.305549,0.298829,0.299177,0.299177,0
2018-12-18,0.305194,0.305194,0.299043,0.299392,0.299392,0
2018-12-19,0.305399,0.305399,0.298472,0.299428,0.299428,0
2018-12-20,0.304674,0.304674,0.298668,0.298775,0.298775,0
2018-12-21,0.304229,0.304229,0.297761,0.299437,0.299437,0
2018-12-24,0.303794,0.303794,0.298018,0.297796,0.297796,0
2018-12-25,0.304423,0.304423,0.298169,0.298312,0.298312,0
2018-12-26,0.304210,0.304210,0.297247,0.298347,0.298347,0
2018-12-27,0.303278,0.303278,0.296217,0.296736,0.296736,0
2018-12-28,0.303693,0.303693,0.296868,0.296340,0.296340,0
2018-12-31,0.301595,0.301595,0.295963,0.297212,0.297212,0
2019-01-01,0.302883,0.302883,0.296921,0.296165,0.296165,0
2019-01-02,0.302243,0.302243,0.296437,0.296947,0.296947,0
2019-01-03,0.300670,0.300670,0.296534,0.296780,0.296780,0
2019-01-04,0.305045,0.305045,0.296798,0.297354,0.297354,0
2019-01-07,0.303297,0.303564,0.298632,0.298338,0.298338,0
2019-01-08,0.306147,0.306147,0.298045,0.298686,0.298686,0
2019-01-09,0.304553,0.304553,0.299347,0.299401,0.299401,0
2019-01-10,0.308518,0.308518,0.299097,0.300075,0.300075,0
2019-01-11,0.305437,0.305437,0.299258,0.299168,0.299168,0
2019-01-14,0.303730,0.304109,0.298909,0.299625,0.299625,0
2019-01-15,0.305381,0.305381,0.299321,0.299267,0.299267,0
2019-01-16,0.304990,0.304990,0.299760,0.300391,0.300391,0
2019-01-17,0.306984,0.306984,0.299895,0.300300,0.300300,0
2019-01-18,0.306598,0.306598,0.301114,0.301069,0.301069,0
2019-01-21,0.306589,0.306589,0.300454,0.301296,0.301296,0
2019-01-22,0.307863,0.307863,0.299563,0.300517,0.300517,0
2019-01-23,0.307154,0.307154,0.299904,0.299616,0.299616,0
2019-01-24,0.307088,0.307088,0.298525,0.299715,0.299715,0
2019-01-25,0.304990,0.304990,0.298936,0.299043,0.299043,0
2019-01-28,0.306956,0.306956,0.297992,0.306645,0.306645,0
2019-01-29,0.306101,0.306101,0.297504,0.298151,0.298151,0
2019-01-30,0.304201,0.304201,0.298231,0.297743,0.297743,0
2019-01-31,0.305885,0.305885,0.298597,0.298686,0.298686,0
2019-02-01,0.303711,0.303711,0.300093,0.299581,0.299581,0
2019-02-04,0.305680,0.305680,0.300273,0.300978,0.300978,0
2019-02-05,0.306730,0.306730,0.300165,0.300571,0.300571,0
2019-02-06,0.301069,0.301241,0.300535,0.301114,0.301114,0
2019-02-07,0.306730,0.306730,0.301169,0.301205,0.301205,0
2019-02-08,0.307654,0.307654,0.301087,0.301205,0.301205,0
2019-02-11,0.306946,0.306946,0.300156,0.307248,0.307248,0
2019-02-12,0.306382,0.306382,0.299895,0.300210,0.300210,0
2019-02-13,0.308852,0.308852,0.299643,0.300300,0.300300,0
2019-02-14,0.304887,0.304887,0.298998,0.299581,0.299581,0
2019-02-15,0.307333,0.307333,0.299760,0.299805,0.299805,0
2019-02-18,0.306730,0.306730,0.300616,0.299670,0.299670,0
2019-02-19,0.305204,0.305204,0.301250,0.301159,0.301159,0
2019-02-20,0.308147,0.308147,0.301169,0.302115,0.302115,0
2019-02-21,0.308366,0.308366,0.300987,0.301205,0.301205,0
2019-02-22,0.307097,0.307097,0.301705,0.301341,0.301341,0
2019-02-25,0.308528,0.308528,0.302627,0.308366,0.308366,0
2019-02-26,0.308775,0.308775,0.302042,0.302792,0.302792,0
2019-02-27,0.309789,0.309789,0.302380,0.302572,0.302572,0
2019-02-28,0.308261,0.308261,0.302544,0.303168,0.303168,0
2019-03-01,0.308433,0.308433,0.302764,0.302801,0.302801,0
2019-03-04,0.308690,0.308690,0.302233,0.302663,0.302663,0
2019-03-05,0.308842,0.308842,0.301850,0.302334,0.302334,0
2019-03-06,0.308423,0.308423,0.302033,0.302115,0.302115,0
2019-03-07,0.308852,0.308852,0.302170,0.302389,0.302389,0
2019-03-08,0.305502,0.305502,0.301905,0.302115,0.302115,0
2019-03-11,0.309301,0.309301,0.302024,0.309626,0.309626,0
2019-03-12,0.308613,0.308613,0.302316,0.301932,0.301932,0
2019-03-13,0.309502,0.309502,0.302994,0.303030,0.303030,0
2019-03-14,0.310366,0.310366,0.303288,0.303674,0.303674,0
2019-03-15,0.309885,0.309885,0.303435,0.303711,0.303711,0
2019-03-18,0.310203,0.310203,0.303159,0.303490,0.303490,0
2019-03-19,0.309310,0.309310,0.302874,0.309253,0.309253,0
2019-03-20,0.309655,0.309655,0.303122,0.303150,0.303150,0
2019-03-21,0.311847,0.311847,0.303426,0.303822,0.303822,0
2019-03-22,0.309043,0.309043,0.302865,0.303767,0.303767,0
